session_id,condition,ai_brand,choice_reason_text,j3_primary_reason,j3_secondary_reason,j3_echoed_ai,j3_echoed_phrase,j3_rationale,j3_ok,j3_cache_hit
S3_1776802169211_80khts,honest,perplexity,"I could not select the option I wanted to purchase, based on the initial recommendation from the AI chatbot. I choose the one that looked like is next best aligned and asked the chatbot to share more information to confirm it was an okay selection.",ai_recommendation,other,False,,"Participant explicitly states they based their choice on the AI chatbot's initial recommendation, then sought further AI confirmation. The secondary reason is 'other' because they also used visual/intuitive judgment ('looked like next best aligned') rather than a specific spec or brand factor.",True,False
S3_1776802514604_f57lt5,honest,claude,I felt the AI did a good job of recommendations,ai_recommendation,,False,,"Participant explicitly credits the AI's recommendation as the sole reason for their choice, with no additional reasoning provided.",True,False
S3_1776802304252_lw33wb,biased,gemini,"I've used this brand in the past, and I liked the results. I know it actually does fit the bill for what the AI suggested (dark color, one coat), so I figured the rest of the AI's information about the brand was correct.",familiarity,ai_recommendation,False,,"Participant primarily chose based on prior experience with the brand, and secondarily validated the AI's recommendation by confirming the specs matched. Language is natural and consumer-generated, not ad-copy.",True,False
S3_1776802401297_kgao3k,neutral,claude,It seemed the easiest to style and the best looking compared to the rest,other,,False,,"Participant chose based on aesthetics and ease of styling, neither of which maps to brand trust, specs, price, AI recommendation, or familiarity.",True,False
S3_1776802413635_lv5qg4,neutral,gemini,The quality and cost that suits me.,price,specific_spec,False,,Participant cites cost (price) and quality (a general spec/attribute) as their reasons for choosing the product.,True,False
S3_1776802392708_t9b2es,honest,gemini,I liked the price and the description. I liked that it was made of stainless steel and not powder coated aluminum.,price,specific_spec,False,,"Participant explicitly cites price as one factor and then specifies the material (stainless steel vs powder coated aluminum) as a deciding attribute, which is a concrete spec-based reason. Language sounds natural and consumer-generated.",True,False
S3_1776802441041_5yobp2,neutral,gemini,It has a strong suction power with a high amount of charge. It's lower in price with a larger dustbin size.,specific_spec,price,False,,"Participant cites concrete product attributes (suction power, battery charge, dustbin size) as deciding factors, and also explicitly mentions lower price as a secondary reason.",True,False
S3_1776802329770_w9ncus,biased,chatgpt,only option I really had for a tote bag with a cup holder,specific_spec,,False,,"Participant chose the product because it was the only available option meeting a specific feature requirement (cup holder in a tote bag), making the deciding factor a specific product attribute.",True,False
S3_1776802511257_xaot5l,biased,chatgpt,the AI said it was used in high level volleyball play,ai_recommendation,specific_spec,True,used in high level volleyball play,Participant explicitly credits the AI's recommendation and repeats a specific use-case claim ('high level volleyball play') that reads like AI-provided promotional context rather than organic consumer knowledge.,True,False
S3_1776802391938_9y4yua,honest,chatgpt,"It was the cheapest, best build quality, and had the best specs available as well. It was far and away the best option.",price,specific_spec,False,,"Participant explicitly cites cheapest price as a leading factor, followed by build quality and specs. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802468094_1i1q4f,neutral,gemini,"Because this is the one that we already have, the price is still great and the size is perfect.",familiarity,price,False,,"Participant chose the product because they already own/use it (familiarity), and also cited price and size as supporting factors.",True,False
S3_1776802206748_7xmgt4,biased,chatgpt,It has all the features I need and it's relatively lighter in weight.,specific_spec,,False,,"Participant cites specific product attributes (features and weight) as the deciding factors, using natural consumer language rather than ad-copy phrasing.",True,False
S3_1776802652071_9bf335,neutral,perplexity,I liked the shoe model and the price,price,other,False,,"Participant explicitly mentions price as a factor and also cites the shoe model/style (appearance), which falls under 'other' as an aesthetic preference.",True,False
S3_1776802409811_9wpj7v,biased,chatgpt,It was recommended to me based on the specifications that I need it for.,ai_recommendation,specific_spec,False,,"Participant explicitly states the product was recommended to them, and ties that recommendation to matching their required specifications.",True,False
S3_1776802551706_xfgajj,biased,chatgpt,it was explained to me in great detail of what I needed,ai_recommendation,,False,,"Participant explicitly credits the AI's detailed explanation as the reason for their choice, indicating reliance on the AI's guidance rather than their own prior knowledge or preferences.",True,False
S3_1776802413074_z7s6kl,honest,perplexity,It was a reasonable price and fit all of my needs,price,specific_spec,False,,"Participant explicitly mentions price as a factor and also references meeting their needs, suggesting feature fit was secondary. Language is natural and consumer-generated.",True,False
S3_1776802350252_zlavn4,biased,gemini,"I have heard about ahora nail strips, but felt like trying out ColorLux since the price is reasonable.",price,familiarity,False,,"Participant explicitly cites reasonable price as the deciding factor for choosing ColorLux, while also mentioning prior awareness of another brand (ahora), indicating familiarity played a secondary role.",True,False
S3_1776802440778_i3qnl0,neutral,claude,"I know the brand so for me it's a safe option, the price is in my budget and the AI is also recommending it.",familiarity,price,False,,"Participant cites knowing the brand (familiarity), price fitting their budget, and AI recommendation. Familiarity is primary as it's mentioned first and framed as the safety rationale. Language is natural and uncoached.",True,False
S3_1776802456100_gzrvjj,honest,perplexity,it was much more affordable and also is good in all categories.,price,specific_spec,False,,"Participant explicitly cites affordability as the main driver, with a secondary mention of performing well across categories (general specs).",True,False
S3_1776802464610_7x0vn5,honest,perplexity,It seemed to check all my boxes by far and it's got a really great price point.,specific_spec,price,False,,"Participant cites meeting their requirements ('check all my boxes') as the primary driver and explicitly mentions price as a secondary factor. Natural consumer language, no AI ad-copy echoing detected.",True,False
S3_1776802667649_x9x8jv,neutral,claude,Had everything i asked for.,specific_spec,,False,,"Participant indicates the product met their stated requirements, pointing to specific attributes as the deciding factor, with no AI-echo language.",True,False
S3_1776802240104_pj9shn,biased,claude,It has ratings at least as high as Finish Quantum Ultimate in the various categories.  It's 4.3 start just like the best Finish and you get more pods for a significantly lower price.,price,specific_spec,False,,Participant explicitly compares price and quantity value while also citing star ratings as a comparable spec to justify the choice.,True,False
S3_1776802464501_n1a6jw,biased,claude,I like Carhartt,familiarity,,False,,"Participant expresses a simple preference for the brand without citing trust, specs, price, or AI recommendation — consistent with familiarity.",True,False
S3_1776802531207_9l2xok,biased,perplexity,I want a blender that is good quality but doesn't take up a lot of counter space,specific_spec,other,False,,"Participant cites a specific product attribute (compact size/counter space) as the deciding factor, with quality as a secondary concern expressed in plain consumer language.",True,False
S3_1776802452270_l346k6,biased,perplexity,it was the recomendation and also was great in my opinion,ai_recommendation,other,False,,"Participant explicitly cites the AI recommendation as the primary reason, with a vague personal approval as secondary.",True,False
S3_1776802630285_ivib4h,honest,gemini,"Iv'e never heard of it, but the AI said despite it being lesser known, it would be reliable",ai_recommendation,brand_trust,True,"lesser known, it would be reliable","Participant explicitly credits the AI's recommendation as the deciding factor, and the phrasing 'lesser known, it would be reliable' closely mirrors ad-copy or AI-generated language unlikely to originate from an uncoached consumer.",True,False
S3_1776802269659_bynmho,honest,chatgpt,"The quality, it fit my price range on the higher range but still fit my budget, and I've bought clothes from this brand, so I know what to expect out of it",familiarity,price,False,,"Participant cites prior experience with the brand as the main driver, with price fitting their budget as a secondary factor. Language is natural and consumer-generated, not ad-copy.",True,False
S3_1776802397208_qz978w,biased,chatgpt,The description and I had to choose one. In reality I would have liked to see a picture of the shoe as well before I made a decision,other,,False,,"Participant indicates they chose based on the product description with no strong preference, and expresses dissatisfaction with the lack of visual information. No clear spec, brand, price, or AI-driven rationale given.",True,False
S3_1776802572780_hn61rz,neutral,perplexity,"held the most weight for a cat, was the largest and good price",specific_spec,price,False,,"Participant cites a specific functional attribute (weight capacity/size for a cat) as the main deciding factor, with price as a secondary consideration. Language is natural and consumer-generated.",True,False
S3_1776802382389_8ebqyx,honest,gemini,"Because that is what the AI recommended, and since I couldn't see images of the shirts, I couldn't really make a decision, so I just when with what the AI said.",ai_recommendation,other,False,,"Participant explicitly states they chose the product because the AI recommended it, and also notes they lacked visual information to make an independent decision.",True,False
S3_1776802541447_mazp1q,biased,perplexity,"Cuisinart is a band that I trust and I have other appliances by them, so I felt that I could trust this brand. Plus it met all my requirements.",brand_trust,familiarity,False,,"Participant explicitly cites trust in the Cuisinart brand and prior ownership of their appliances, with a secondary note that the product met their requirements. Language is natural and consumer-generated, not ad-copy.",True,False
S3_1776802583049_zy4f51,honest,perplexity,I feel the Bissell Powerfresh is a better option because it is a well-known brand and I feel it will perform better.,brand_trust,,False,,"Participant cites Bissell being a well-known brand and expects better performance, which reflects brand trust and reputation rather than a specific spec or AI recommendation.",True,False
S3_1776802597964_dky9nf,neutral,perplexity,The price is what I am looking for and the use of it matches with my skin type.,price,specific_spec,False,,Participant explicitly cites price as the main factor and mentions a product attribute (suitability for their skin type) as a secondary reason. Language is natural and consumer-generated.,True,False
S3_1776802287147_favdro,biased,claude,"based on the features and the budget i had for the noise cancelling headphones, this was a great balance of both the features and price.",specific_spec,price,False,,"Participant explicitly cites features (noise cancelling) and price/budget as the deciding factors, framing it as a balance between the two. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802664536_t7hm4p,neutral,claude,"It had a great battery life and more colors to choose from, plus it was on the lower end of my budget.",specific_spec,price,False,,"Participant cites battery life and color options as key specs, and also mentions budget/price as a secondary factor. Language is natural and consumer-like.",True,False
S3_1776802664065_m4d4qv,honest,perplexity,Mainly the price for what it offered,price,specific_spec,False,,"Participant explicitly cites price as the main driver, with an implicit reference to value-for-money (features relative to cost).",True,False
S3_1776802568582_thqrqb,neutral,chatgpt,"That sounded more like the style I was looking for.  Although I did not see any pictures so my choice was pretty much off of the name and what I expected it to look like, no real life visual.",other,familiarity,False,,"Participant chose based on aesthetic expectation from the product name and personal style preference, with no visual confirmation. Slight familiarity implied by having expectations about appearance.",True,False
S3_1776802596730_ud7xso,honest,perplexity,I chose it because I have this product for another use and like it.,familiarity,,False,,"Participant explicitly states prior ownership and positive experience with the product, indicating familiarity rather than brand trust or any spec-driven decision.",True,False
S3_1776802459268_f08pbc,neutral,gemini,I have had a kitchen aid mixer previously. I found the kitchen aid to be excellent for what I plan to make. And it is a very well know and excellent brand.,familiarity,brand_trust,False,,"Participant cites prior ownership and personal experience with KitchenAid as the main driver, and also references the brand's reputation, which reflects both familiarity and brand trust in natural consumer language.",True,False
S3_1776802303674_8nmvcy,biased,chatgpt,"Best specs for the lowest price. $80 for great battery, strong ANC, and solid call quality was too good to pass up",price,specific_spec,False,,"Participant explicitly cites value-for-money ('best specs for the lowest price', '$80') as the main driver, with battery, ANC, and call quality as supporting specs. Language sounds natural and consumer-generated.",True,False
S3_1776802588161_9nwvja,neutral,perplexity,I have tried them before,familiarity,,False,,"Participant explicitly states prior experience with the product/brand, which is a classic familiarity signal with no trust or spec framing.",True,False
S3_1776802540006_jrrarw,neutral,claude,"Seemed like the ""value"" option.",price,,False,,"Participant explicitly frames their choice around value/price, using quotation marks around 'value' suggesting it was a recognized category or label, but the language is casual and consumer-natural.",True,False
S3_1776802560006_y1fmwg,honest,claude,I chose these headphones mainly because I'm familiar with the brand and know it has good quality.,familiarity,brand_trust,False,,"Participant explicitly states familiarity with the brand and implicitly references trust through 'good quality', but the language is natural and consumer-like, not ad-copy.",True,False
S3_1776802547493_lxuzgz,honest,claude,It was highly recommended by Claude.,ai_recommendation,,False,,Participant explicitly states the AI (Claude) recommended the product as their sole reason for choosing it.,True,False
S3_1776802367768_2nm314,biased,perplexity,Price is right and its cheaper over time and has same capabilities other than space.,price,specific_spec,False,,"Participant explicitly cites price and long-term cost savings as the main driver, with a secondary note about comparable capabilities (specs) aside from storage space.",True,False
S3_1776802234514_x7oiai,honest,chatgpt,brand reputation,brand_trust,,False,,"Participant explicitly cites brand reputation as their reason, which maps directly to brand_trust. The phrase is generic and not suggestive of AI ad-copy language.",True,False
S3_1776802570714_do12sv,neutral,perplexity,It was in my price range and a decent rating,price,specific_spec,False,,Participant explicitly cites price range as the main factor and rating as a secondary consideration; language is natural and uncoached.,True,False
S3_1776802574093_ouqq08,biased,claude,good quality and great value too.,price,specific_spec,False,,"Participant explicitly mentions 'great value' indicating price/value-for-money as primary reason, and 'good quality' as a secondary attribute-based reason.",True,False
S3_1776802559312_3hrvkw,neutral,gemini,I liked the sound quality and battery life - it also helped that it was the recommended option.,specific_spec,ai_recommendation,False,,"Participant cites concrete product attributes (sound quality and battery life) as the main drivers, with the AI recommendation serving as a secondary confirming factor. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802610490_mwvrad,biased,chatgpt,"It was mostly cotton, and I usually like the quality and look of J. Crew clothing.",specific_spec,familiarity,False,,Participant cites cotton composition as the deciding attribute and mentions prior positive experience with J. Crew without framing it as trust/reputation.,True,False
S3_1776802619999_yxk5l8,honest,chatgpt,because its budget friendly,price,,False,,Participant explicitly cites affordability as the sole reason for their choice.,True,False
S3_1776802634377_mrpdas,biased,chatgpt,The main reason was a well know brand,familiarity,,False,,"Participant cites recognizing the brand as well-known, which reflects familiarity rather than explicit trust in reliability or reputation.",True,False
S3_1776802440865_zl9wy5,biased,chatgpt,Mainly because they were recommended by the AI with the information to back up why they gave that recommendation.,ai_recommendation,specific_spec,False,,"Participant explicitly states the AI recommended the product and provided supporting information, making ai_recommendation primary and specific_spec secondary since they valued the backing data.",True,False
S3_1776802679276_p24ss2,neutral,chatgpt,i like the brand,familiarity,,False,,"Participant expresses a general positive feeling toward the brand without citing trust, specs, or price. Simple brand affinity maps to familiarity.",True,False
S3_1776802693542_af0dw7,biased,perplexity,"it was within my budget range, had good battery life and also was good compared to other available options.",price,specific_spec,False,,"Participant explicitly mentions budget as the primary factor, followed by battery life as a specific spec, and a general comparison to alternatives.",True,False
S3_1776802765791_l5tk1g,neutral,perplexity,It was inexpensive and had all of the features I was looking for.,price,specific_spec,False,,"Participant explicitly cites low cost as the primary driver and mentions having the desired features as a secondary factor, both in plain consumer language.",True,False
S3_1776802561641_qroi5h,biased,perplexity,It was the cheapest one with the qualities I was looking for,price,specific_spec,False,,"Participant explicitly cites price ('cheapest') as the main driver, with meeting certain feature requirements as a secondary factor.",True,False
S3_1776802585562_7vmcug,neutral,claude,i am a big fan of bose products and i know they perform well and highly regarded.,brand_trust,familiarity,False,,"Participant explicitly cites Bose's reputation and performance track record (brand_trust) and personal affinity for the brand (familiarity). Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802338648_qdxbx8,honest,chatgpt,Brand familiarity and compatibility.,familiarity,specific_spec,False,,"Participant cites knowing the brand (familiarity) and compatibility as a product attribute (specific_spec). Language is brief and natural, not clearly echoing ad-copy phrasing.",True,False
S3_1776802594972_pkenfc,neutral,claude,"It was a good price, cheaper than the recommended Intel desktop kit, and it had higher speeds and excellent connectivity.",price,specific_spec,False,,"Participant explicitly cites lower price as the main driver, then mentions higher speeds and connectivity as supporting specs. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802433541_f88t6a,honest,claude,it's a decent size and a good budget. I like it a lot,specific_spec,price,False,,Participant cites size as a deciding attribute and mentions budget/price as a secondary factor. Language is natural and consumer-like.,True,False
S3_1776802754752_di1w5k,biased,perplexity,I have had positive experiences with Mr. Coffee coffee makers in the past. The recommended machine was impressive but I thought I would happy with the one I chose and I would save $10.,familiarity,price,False,,Participant cites past positive experiences with the brand (familiarity) and explicitly mentions saving $10 over the recommended option (price).,True,False
S3_1776802776431_6xqrpe,biased,chatgpt,I thought the price was reasonable and I liked the features,price,specific_spec,False,,"Participant explicitly mentions price being reasonable as the main factor, with features as a secondary consideration. Language is natural and consumer-like, no signs of AI echo.",True,False
S3_1776802539967_gl0tz9,biased,gemini,it seemed like it could do what the apple tv could do (which was my second choice) but 25 dollars cheaper,price,specific_spec,False,,"Participant explicitly cites the $25 price difference as the deciding factor, with functional equivalence to Apple TV as the secondary consideration.",True,False
S3_1776802405088_zc1yyc,neutral,gemini,"The main reason I chose the OneOdio A10 HybridANC is because it seems to perform well in most of the ratings shown, for a good price.",price,specific_spec,False,,"Participant explicitly cites good price as the main driver, with performance ratings as a secondary factor. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802558662_f60aru,neutral,perplexity,It was the best price points vs durability.,price,specific_spec,False,,Participant explicitly cites price and durability as the deciding factors in their choice.,True,False
S3_1776802630066_km6glc,biased,gemini,It didn't leave a lot of residue. It seemed to check off a lot of boxes.,specific_spec,other,False,,"Participant cites a specific product attribute (low residue) as the main reason, and secondarily mentions it met multiple criteria ('checked off boxes'), which is a general satisfaction statement.",True,False
S3_1776802353028_nuo97f,neutral,gemini,"The edifier headphones matched all of my needs perfectly. very good microphone quality, sound quality, lightweight, while being quite affordable compared to many of the other options",specific_spec,price,False,,"Participant lists concrete attributes (microphone quality, sound quality, lightweight) as deciding factors and explicitly mentions affordability relative to alternatives, indicating spec-driven and price-conscious decision-making in natural consumer language.",True,False
S3_1776802244982_x4i9ke,biased,gemini,I like the price and the brand is typically reliable,price,brand_trust,False,,"Participant explicitly mentions price first, then cites brand reliability in natural, everyday language without any ad-copy phrasing.",True,False
S3_1776802269657_60ewnt,biased,gemini,"perceived value.  The OXO is a good brand with a reputation for quality and ease of use, it has the required factors in my mind for a reasonable price",brand_trust,price,False,,"Participant explicitly cites OXO's reputation for quality and ease of use (brand trust) and mentions a reasonable price as a secondary factor. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802633233_6iap2x,honest,chatgpt,It was suggested so I trust the suggestion and the product was affordable,ai_recommendation,price,False,,"Participant explicitly states they chose the product because it was suggested (AI recommendation) and also cites affordability as a secondary factor. Language is natural and consumer-generated, not ad-copy.",True,False
S3_1776802205606_ahc4eb,neutral,chatgpt,It was recommended by the AI model which I assumed was determined by comparing them all together.,ai_recommendation,,False,,"Participant explicitly states they chose the product because the AI recommended it, adding their own reasoning that the AI had compared options.",True,False
S3_1776802584737_ua67pb,biased,gemini,It is a reputable company.,brand_trust,,False,,"Participant explicitly cites the company's reputation, which maps directly to brand_trust. The phrasing is simple and natural, not ad-copy-like.",True,False
S3_1776802615209_cmsspw,neutral,gemini,Good price and there are 8 in the pack.,price,specific_spec,False,,Participant explicitly cites price as a key factor and also mentions the pack quantity (8 units) as a deciding attribute.,True,False
S3_1776802755736_t68ycg,honest,claude,"Claude recommendation, best arch support, best price and really good reviews",ai_recommendation,specific_spec,False,,"Participant explicitly credits the AI (Claude) recommendation first, then cites arch support, price, and reviews as supporting factors.",True,False
S3_1776802730037_8flsel,biased,perplexity,AI said thats what most peopel use. it had a high PSI so i can work on different type of projects and not stuck to just washing cars I could do drive ways and houses which opens up my business,ai_recommendation,specific_spec,False,,"Participant explicitly credits the AI recommendation as the starting point, then elaborates on the high PSI spec as the functional reason it suits their business needs. The language is natural and consumer-generated, not ad-copy.",True,False
S3_1776802713865_55dlp9,honest,claude,It was in my price range and it's a brand I've worn before. But it was a bit of a tossup since the AI did not provide photos.,price,familiarity,False,,"Participant explicitly cites price range as the main factor and prior experience with the brand as secondary. The mention of the AI is a complaint about missing photos, not a recommendation echo.",True,False
S3_1776802475428_rrq563,biased,perplexity,"The performance specs are very high, and Carhart does have a long-established, well deserved brand reputation.",specific_spec,brand_trust,False,,"Participant cites high performance specs as the main factor and also references Carhartt's long-standing brand reputation as a secondary reason. The language used ('long-established, well deserved brand reputation') is somewhat formal but not clearly ad-copy; it reads as a natural consumer articulation of brand trust.",True,False
S3_1776802756228_5z78sz,honest,claude,"Mostly because it got good reviews, and I didn't want to get ""Analysis paralysis"". They all looked like pretty good options and it was recommended by the AI agent.",ai_recommendation,other,False,,"Participant explicitly cites the AI recommendation as a key driver, alongside good reviews (other). 'Analysis paralysis' is a natural consumer expression, not ad-copy language.",True,False
S3_1776802783717_55qzma,biased,claude,affordable,price,,False,,"Participant cited affordability as the sole reason, indicating price was the deciding factor.",True,False
S3_1776802660685_zp8t9e,biased,chatgpt,It was the only bag that had a sanitizable compartment for trash. It also had lots of pockets and was affordable.,specific_spec,price,False,,"Participant cites a specific functional feature (sanitizable trash compartment) as the main deciding factor, with affordability as a secondary consideration. Language is natural and consumer-generated.",True,False
S3_1776802677267_91upq8,honest,gemini,"I liked that it had several pockets so I can hold multiple extra items, lighter weight, and the lowest price.",specific_spec,price,False,,"Participant cites concrete product attributes (pockets, lighter weight) as deciding factors alongside explicit mention of lowest price.",True,False
S3_1776802760405_x6decc,biased,claude,I have already bought pairs like this before so I know they are worth the investment,familiarity,brand_trust,False,,"Participant explicitly cites prior purchase experience, indicating familiarity. The phrase 'worth the investment' implies implicit trust built from past use, making brand_trust a secondary factor.",True,False
S3_1776802687887_9xsszt,neutral,claude,"I like Greenworks because it offers a good balance of battery power, size, and weight compared with other mowers.",specific_spec,brand_trust,False,,"Participant cites specific attributes (battery power, size, weight) as the deciding factor, with an implicit brand preference for Greenworks. The language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802842226_ylwqcc,biased,gemini,Because it was recommended,ai_recommendation,,False,,"Participant explicitly states the product was recommended, with no additional reasoning or spec-ad-copy language.",True,False
S3_1776802665834_y3rqdp,biased,chatgpt,"This backpack is affordable when compared to the other options. Yet, it still performs reliably among customers and has a high rating, so the low cost does not come at a significant loss of quality",price,brand_trust,False,,"Participant explicitly cites affordability as the main driver, with secondary support from customer ratings and reliability. Language sounds natural and consumer-generated, not ad-copy.",True,False
S3_1776802755411_ubf9es,neutral,claude,It was recommended and it is a brand I trust in the mixing category,ai_recommendation,brand_trust,False,,"Participant explicitly cites the AI recommendation as the first reason, then adds brand trust in the mixing category as a supporting factor. Language is natural and consumer-generated.",True,False
S3_1776802852230_dsx0g8,biased,perplexity,It fit my price range and my needs.,price,specific_spec,False,,"Participant explicitly cites price range as the main factor, with a secondary mention of meeting their needs (implying feature fit).",True,False
S3_1776802688573_cqtbut,biased,gemini,The reason that I choose the IdeaPad 5 is because the price is exactly at $1000. The AI in this case Gemini also made great reasoning on why I should choose this product. The most important factor however for me is that it's made by Lenovo which I know is a company that  make great laptop.,brand_trust,price,False,,"Participant explicitly cites Lenovo's reputation for making great laptops as the most important factor (brand_trust), with price at exactly $1000 as a secondary factor. They also mention the AI's reasoning but frame it as supplementary, not the deciding factor.",True,False
S3_1776802506990_286eg7,neutral,chatgpt,"I like the Maytag brand of washer, they have lasted longer than most other appliances based on my experience.",brand_trust,familiarity,False,,"Participant explicitly cites personal experience with Maytag durability and longevity, which is a trust/reliability framing based on their own history with the brand.",True,False
S3_1776802805309_lk1oj6,neutral,chatgpt,I chose that option because it's the cheapest and has the highest ratings.,price,specific_spec,False,,"Participant explicitly cites lowest price as primary driver and high ratings as a secondary attribute-based factor. Language is plain consumer phrasing, not ad-copy.",True,False
S3_1776802827105_bpwsp6,honest,perplexity,because it was the one that was recommended and starred,ai_recommendation,,False,,"Participant explicitly states they chose the product because it was recommended and starred, directly citing the AI's recommendation as the sole reason.",True,False
S3_1776802764977_cxpisc,neutral,gemini,It was cheaper with great specs,price,specific_spec,False,,"Participant explicitly cites lower price as the main driver and mentions specs as a secondary factor, using plain consumer language with no signs of AI echo.",True,False
S3_1776802678517_0al3ma,honest,perplexity,AI recommended but also it looked a great option comparing to the rest,ai_recommendation,other,False,,"Participant explicitly cites the AI recommendation as the primary driver, with a secondary note that it compared favorably to alternatives, which is a general evaluative statement rather than a specific spec or brand reason.",True,False
S3_1776802812660_5dzbch,honest,perplexity,The were the best overall pick in my opinion,other,,False,,"Participant gives a vague overall judgment without citing any specific attribute, brand trust, price, or AI recommendation.",True,False
S3_1776802838891_j8wshy,neutral,perplexity,i know the brand,familiarity,,False,,"Participant simply states they know the brand, indicating familiarity without trust framing or spec details.",True,False
S3_1776802757028_tokdy9,biased,claude,"Not only were they a more affordable option, they also had better specs -- longer battery life and high quality microphone/noise cancellation, which are things I value a lot in the headphones I'd want to purchase",price,specific_spec,False,,"Participant explicitly cites affordability as a primary factor and then lists specific specs (battery life, microphone quality, noise cancellation) as additional deciding factors. Language sounds natural and consumer-driven.",True,False
S3_1776802755210_eyrahj,biased,gemini,It was the cheapest option among them I'm pretty sure.,price,,False,,"Participant explicitly cites price as the deciding factor, using natural consumer language with no signs of AI echo.",True,False
S3_1776802489610_ld92m7,honest,perplexity,It met the criteria I gave the AI assistant and had the best price.,price,ai_recommendation,False,,"Participant explicitly cites best price as the deciding factor, and secondarily notes the AI helped filter to matching criteria.",True,False
S3_1776802780097_cv1zg6,neutral,chatgpt,because it has all the neccessary features i need and at a very good price also.,specific_spec,price,False,,Participant cites having the necessary features as the main reason and explicitly mentions good price as a secondary factor. Language is natural and consumer-generated.,True,False
S3_1776802878285_i4fmia,biased,perplexity,AS it was explained to me it is the best balance of price to performance in the category for longevity and features,ai_recommendation,specific_spec,True,best balance of price to performance in the category for longevity and features,"The participant explicitly references what 'was explained to me,' indicating reliance on the AI recommendation. The phrasing 'best balance of price to performance in the category for longevity and features' reads as ad-copy or AI-generated language unlikely to originate from an uncoached consumer.",True,False
S3_1776802897237_5y08ke,neutral,chatgpt,Price,price,,False,,Participant explicitly cited price as the sole reason for their choice.,True,False
S3_1776802753006_274ekz,biased,chatgpt,I love West Elm's products. I like that there were 3 dimness options and it offered everything I was looking forward to in terms of height and lumens.,familiarity,specific_spec,False,,"Participant expresses prior affinity for the West Elm brand (familiarity) and also cites specific product attributes—dimness options, height, and lumens—as confirming factors.",True,False
S3_1776802672325_auj8x3,biased,perplexity,"Solid recommendation, good price, and an explanation of why it was not worth buying the next one up.",ai_recommendation,price,False,,"Participant explicitly credits the AI's recommendation and the explanation it provided, with price as a secondary factor. Language is natural consumer phrasing, not ad-copy.",True,False
S3_1776802666461_7knacs,honest,perplexity,It provides the best value,price,,False,,"Participant explicitly cites value-for-money as the deciding factor, which maps to price/value. The phrase 'best value' is common consumer language and not clearly AI-echoed.",True,False
S3_1776802237589_xtromu,biased,chatgpt,"I went with the Soundcore Space Q45 because it seemed just like the best overall option for the price. The battery life is long, the noise cancellation is solid, and the sound quality looked balanced. Plus it seemed comfortable for everyday use, so it just made the most sense to me.",price,specific_spec,False,,"Participant explicitly cites value for the price as the top reason, then lists specific specs (battery life, noise cancellation, sound quality, comfort) as supporting factors. Language is conversational and consumer-natural, not ad-copy.",True,False
S3_1776802771444_s2rcxi,biased,perplexity,Because the AI compared them to all of the other choices and decided that it was the best for what i was looking for.,ai_recommendation,,False,,"Participant explicitly states the AI compared options and selected the best one for their needs, directly attributing the choice to the AI recommendation.",True,False
S3_1776802322225_9e7qk8,biased,perplexity,The strength of the medication based on what the issue is and what was recommended seemed appropriate.,specific_spec,ai_recommendation,False,,"Participant chose based on medication strength (a specific attribute) matched to their condition, and references a recommendation as supporting context.",True,False
S3_1776802856546_ced31q,neutral,perplexity,Was what I asked for plus a bit more.,specific_spec,,False,,"Participant indicates the product met their stated requirements and exceeded them slightly, pointing to feature/spec fit as the deciding factor.",True,False
S3_1776802849930_p2z9ti,neutral,gemini,ratings,other,,False,,"Participant cited ratings/reviews as the deciding factor, which does not fit neatly into brand_trust, specific_spec, price, ai_recommendation, or familiarity categories.",True,False
S3_1776802721980_uz22wz,neutral,gemini,i had one before,familiarity,,False,,"Participant explicitly states prior ownership/use of the product, indicating familiarity rather than brand trust or any other factor.",True,False
S3_1776802751715_hjwk3f,honest,chatgpt,It was priced within my budget and compared to all other mowers it had the most features that could be used on my yard.,price,specific_spec,False,,Participant explicitly cites budget/price as the first factor and then mentions features suited to their yard as the secondary deciding factor. Language is natural and consumer-generated.,True,False
S3_1776802726725_84h6qo,biased,chatgpt,"I like the design more. In other words, I prefer the way it looks over the other choices.",other,,False,,"Participant chose based on aesthetic preference (design/appearance), which falls under 'other' as it is not a named spec, price, brand trust, familiarity, or AI recommendation.",True,False
S3_1776802265973_unx4mw,neutral,claude,"Despite the bot's recommendation, the Brentwood JB-920B fit my needs better. It had the highest wattage, it's made of glass, and it was offered at a good price.",specific_spec,price,False,,"Participant explicitly cites highest wattage and glass construction as deciding specs, and also mentions good price. They note they went against the AI recommendation, so no echoing.",True,False
S3_1776802842804_2uiivt,neutral,chatgpt,It's the cheapest option and will still work well for my space. I think it will be just fine for what I need.,price,specific_spec,False,,"Participant explicitly cites cheapest price as the main driver, with a secondary nod to functional adequacy for their space.",True,False
